"Disaster.Number","State","Declaration.Date","Disaster.Close.Out.Date","Title","Disaster.Type","Incident.Type","Incident.Begin.Date","Incident.End.Date","DeclYear"
2815,"TX","4/10/2009","1/14/2014","617 FIRE","FM","Fire","4/9/2009","4/11/2009",2009
2814,"TX","4/10/2009","6/11/2013","1148 FIRE","FM","Fire","4/9/2009","4/16/2009",2009
2813,"OK","4/10/2009","4/1/2013","MULHALL FIRE","FM","Fire","4/13/2009","",2009
2812,"OK","4/10/2009","4/1/2013","VELMA FIRE","FM","Fire","4/9/2009","",2009
2811,"OK","4/10/2009","7/26/2012","HEALDTON CARTER FIRE","FM","Fire","4/9/2009","",2009
2810,"TX","4/10/2009","6/11/2013","BRECKENRIDGE FIRE","FM","Fire","4/9/2009","4/16/2009",2009
2809,"OK","4/10/2009","7/26/2012","MCCLAIN COUNTY FIRE","FM","Fire","4/9/2009","",2009
2808,"OK","4/10/2009","7/26/2012","MIDWEST CHOCTAW FIRE","FM","Fire","4/9/2009","",2009
2807,"TX","4/10/2009","12/31/2013","CEMENT MOUNTAIN FIRE","FM","Fire","4/9/2009","4/16/2009",2009
2806,"TX","4/10/2009","12/31/2013","MONTAGUE FIRE COMPLEX","FM","Fire","4/9/2009","4/16/2009",2009
2805,"TX","4/10/2009","6/11/2013","ELECTRA WEST FIRE","FM","Fire","4/9/2009","4/14/2009",2009
1830,"MN","4/9/2009","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","3/16/2009","5/22/2009",2009
2804,"TX","4/7/2009","6/11/2013","STEEL FIRE","FM","Fire","4/7/2009","4/12/2009",2009
2803,"TX","4/5/2009","6/11/2013","HOLIDAY BEACH FIRE","FM","Fire","4/5/2009","4/7/2009",2009
2802,"TX","4/4/2009","6/11/2013","MAGIC CITY FIRE","FM","Fire","4/4/2009","4/12/2009",2009
2801,"TX","4/3/2009","6/11/2013","LAGARTO FIRE","FM","Fire","4/2/2009","4/5/2009",2009
3304,"MN","3/26/2009","3/6/2012","SEVERE STORMS AND FLOODING","EM","Severe Storm(s)","3/16/2009","5/22/2009",2009
1829,"ND","3/24/2009","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","3/13/2009","8/10/2009",2009
2800,"TX","3/20/2009","6/11/2013","GREENWOOD FIRE","FM","Fire","3/20/2009","3/22/2009",2009
2799,"OK","3/5/2009","7/10/2012","TALOGA FIRE","FM","Fire","3/5/2009","",2009
2798,"TX","3/5/2009","6/11/2013","TUSCOLA FIRE","FM","Fire","3/5/2009","3/10/2009",2009
1828,"IN","3/5/2009","","SEVERE WINTER STORM","DR","Severe Storm(s)","1/26/2009","1/28/2009",2009
1827,"NY","3/4/2009","","SEVERE WINTER STORM","DR","Severe Storm(s)","12/11/2008","12/31/2008",2009
2797,"TX","3/3/2009","6/11/2013","LOMA DEL NORTE FIRE","FM","Fire","3/3/2009","3/18/2009",2009
1826,"IL","3/2/2009","","SEVERE WINTER STORM","DR","Severe Storm(s)","1/26/2009","1/28/2009",2009
1824,"OR","3/2/2009","","SEVERE WINTER STORM, RECORD AND NEAR RECORD SNOW","DR","Severe Storm(s)","12/13/2008","12/26/2008",2009
1825,"WA","3/2/2009","","SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW","DR","Severe Storm(s)","12/12/2008","1/5/2009",2009
2796,"TX","2/28/2009","6/11/2013","WILDERNESS RIDGE FIRE","FM","Fire","2/28/2009","3/12/2009",2009
2795,"TX","2/27/2009","6/11/2013","RHODES RANCH FIRE","FM","Fire","2/27/2009","3/8/2009",2009
2794,"TX","2/25/2009","6/11/2013","CLYDE FIRE","FM","Fire","2/25/2009","3/4/2009",2009
1821,"TN","2/17/2009","","SEVERE WINTER STORM AND FLOODING","DR","Severe Ice Storm","1/27/2009","1/31/2009",2009
1823,"OK","2/17/2009","","SEVERE WINTER STORM","DR","Severe Storm(s)","1/26/2009","1/28/2009",2009
1822,"MO","2/17/2009","","SEVERE WINTER STORM","DR","Severe Storm(s)","1/26/2009","1/28/2009",2009
1820,"OK","2/15/2009","","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","2/10/2009","2/11/2009",2009
1819,"AR","2/6/2009","","SEVERE WINTER STORM","DR","Severe Storm(s)","1/26/2009","1/30/2009",2009
1818,"KY","2/5/2009","","SEVERE WINTER STORM AND FLOODING","DR","Severe Ice Storm","1/26/2009","2/13/2009",2009
3303,"MO","1/30/2009","11/8/2011","SEVERE WINTER STORM","EM","Severe Ice Storm","1/26/2009","1/28/2009",2009
1817,"WA","1/30/2009","","SEVERE WINTER STORM, LANDSLIDES, MUDSLIDES, AND FLOODING","DR","Flood","1/6/2009","1/16/2009",2009
3301,"AR","1/28/2009","9/12/2012","SEVERE WINTER STORM","EM","Severe Ice Storm","1/26/2009","1/30/2009",2009
3302,"KY","1/28/2009","8/26/2013","SEVERE WINTER STORM","EM","Severe Ice Storm","1/27/2009","2/5/2009",2009
1816,"VT","1/14/2009","10/15/2014","SEVERE WINTER STORM","DR","Severe Ice Storm","12/11/2008","12/18/2008",2009
3300,"DC","1/13/2009","1/30/2012","56TH PRESIDENTIAL INAUGURATION","EM","Other","1/17/2009","1/21/2009",2009
1815,"ME","1/9/2009","3/18/2014","SEVERE WINTER STORM AND FLOODING","DR","Severe Storm(s)","12/11/2008","12/29/2008",2009
2793,"CO","1/7/2009","10/6/2010","OLDE STAGE FIRE","FM","Fire","1/7/2009","",2009
1814,"HI","1/5/2009","","SEVERE STORMS AND FLOODING","DR","Flood","12/10/2008","12/16/2008",2009
1813,"MA","1/5/2009","","SEVERE WINTER STORM AND FLOODING","DR","Severe Ice Storm","12/11/2008","12/18/2008",2009
1812,"NH","1/2/2009","","SEVERE WINTER STORM","DR","Severe Ice Storm","12/11/2008","12/23/2008",2009
3299,"NY","12/18/2008","4/1/2014","SEVERE WINTER STORM","EM","Severe Storm(s)","12/11/2008","12/31/2008",2008
3298,"ME","12/15/2008","5/18/2010","SEVERE WINTER STORM","EM","Severe Storm(s)","12/11/2008","12/29/2008",2008
3297,"NH","12/13/2008","4/13/2011","SEVERE WINTER STORM","EM","Severe Storm(s)","12/11/2008","12/23/2008",2008
3296,"MA","12/13/2008","5/18/2010","SEVERE WINTER STORM","EM","Severe Storm(s)","12/11/2008","12/18/2008",2008
1811,"SD","12/12/2008","6/17/2014","SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW","DR","Snow","11/5/2008","11/7/2008",2008
1810,"CA","11/18/2008","","WILDFIRES","DR","Fire","11/13/2008","11/28/2008",2008
2792,"CA","11/15/2008","10/6/2011","FREEWAY FIRE COMPLEX","FM","Fire","11/15/2008","11/20/2008",2008
2791,"CA","11/15/2008","4/28/2009","SAYRE FIRE","FM","Fire","11/14/2008","",2008
2790,"CA","11/14/2008","4/28/2009","TEA FIRE","FM","Fire","11/13/2008","",2008
1809,"MO","11/13/2008","10/7/2014"," SEVERE STORMS, FLOODING, AND A TORNADO","DR","Severe Storm(s)","9/11/2008","9/24/2008",2008
1808,"KS","10/31/2008","8/20/2014","SEVERE STORMS, FLOODING, AND TORNADOES","DR","Severe Storm(s)","9/11/2008","9/17/2008",2008
1807,"VI","10/29/2008","","HURRICANE OMAR","DR","Hurricane","10/14/2008","10/16/2008",2008
1806,"FL","10/27/2008","","HURRICANE GUSTAV","DR","Hurricane","8/31/2008","9/7/2008",2008
1805,"OH","10/24/2008","3/11/2015","SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE","DR","Severe Storm(s)","9/14/2008","9/14/2008",2008
1804,"AR","10/22/2008","","TROPICAL STORM IKE","DR","Severe Storm(s)","9/13/2008","9/23/2008",2008
2789,"CA","10/13/2008","","SESNON FIRE","FM","Fire","10/13/2008","10/19/2008",2008
2788,"CA","10/12/2008","10/6/2011","MAREK FIRE","FM","Fire","10/12/2008","10/17/2008",2008
1803,"OK","10/9/2008","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","9/12/2008","9/19/2008",2008
1802,"KY","10/9/2008","","SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE","DR","Severe Storm(s)","9/12/2008","9/14/2008",2008
1801,"NC","10/8/2008","","TROPICAL STORM HANNA","DR","Severe Storm(s)","9/4/2008","9/15/2008",2008
1800,"IL","10/3/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","9/13/2008","10/5/2008",2008
1799,"NH","10/3/2008","2/25/2014","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","9/6/2008","9/7/2008",2008
1798,"PR","10/1/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","9/21/2008","10/3/2008",2008
1796,"AK","9/26/2008","","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","DR","Severe Storm(s)","7/27/2008","8/6/2008",2008
1797,"AL","9/26/2008","","SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE IKE","DR","Severe Storm(s)","9/12/2008","9/14/2008",2008
1795,"IN","9/23/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","9/12/2008","10/6/2008",2008
1794,"MS","9/22/2008","","HURRICANE GUSTAV","DR","Hurricane","8/28/2008","9/8/2008",2008
1793,"AR","9/18/2008","","SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE GUSTAV","DR","Hurricane","9/2/2008","9/8/2008",2008
2787,"OR","9/17/2008","5/30/2012","ROYCE BUTTE FIRE","FM","Fire","9/16/2008","",2008
1792,"LA","9/13/2008","","HURRICANE IKE","DR","Hurricane","9/11/2008","11/7/2008",2008
1791,"TX","9/13/2008","","HURRICANE IKE","DR","Hurricane","9/7/2008","10/2/2008",2008
1790,"VT","9/12/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","7/21/2008","8/12/2008",2008
3295,"LA","9/11/2008","5/22/2013","HURRICANE IKE","EM","Hurricane","9/7/2008","11/7/2008",2008
1789,"AL","9/10/2008","","HURRICANE GUSTAV","DR","Hurricane","8/29/2008","9/3/2008",2008
3294,"TX","9/10/2008","","HURRICANE IKE","EM","Hurricane","9/7/2008","9/26/2008",2008
1788,"ME","9/9/2008","10/31/2012","SEVERE STORMS, FLOODING, AND TORNADOES","DR","Severe Storm(s)","7/18/2008","8/16/2008",2008
3293,"FL","9/7/2008","","HURRICANE IKE","EM","Hurricane","9/5/2008","9/12/2008",2008
1787,"NH","9/5/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","7/24/2008","8/14/2008",2008
1786,"LA","9/2/2008","","HURRICANE GUSTAV ","DR","Hurricane","9/1/2008","9/11/2008",2008
2786,"CA","9/2/2008","9/29/2011","GLADDING FIRE","FM","Fire","9/1/2008","9/3/2008",2008
3292,"AL","8/30/2008","1/16/2013","HURRICANE GUSTAV","EM","Hurricane","8/29/2008","9/3/2008",2008
3291,"MS","8/30/2008","","HURRICANE GUSTAV","EM","Hurricane","8/28/2008","9/8/2008",2008
3289,"LA","8/29/2008","","HURRICANE GUSTAV","EM","Hurricane","8/27/2008","9/11/2008",2008
3290,"TX","8/29/2008","","HURRICANE GUSTAV","EM","Hurricane","8/27/2008","9/7/2008",2008
1785,"FL","8/24/2008","","TROPICAL STORM FAY","DR","Severe Storm(s)","8/18/2008","9/12/2008",2008
3288,"FL","8/21/2008","","TROPICAL STORM FAY","EM","Severe Storm(s)","8/18/2008","9/12/2008",2008
1784,"VT","8/15/2008","1/28/2014","SEVERE STORMS, A TORNADO, AND FLOODING","DR","Severe Storm(s)","7/18/2008","7/18/2008",2008
1783,"NM","8/14/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","7/26/2008","8/20/2008",2008
1782,"NH","8/11/2008","2/25/2014","SEVERE STORMS, TORNADO, AND FLOODING","DR","Severe Storm(s)","7/24/2008","7/24/2008",2008
2785,"TX","8/7/2008","9/13/2012","FLORENCE FIRE","FM","Fire","8/7/2008","8/14/2008",2008
1781,"ID","7/31/2008","","FLOODING","DR","Flood","5/15/2008","6/9/2008",2008
1780,"TX","7/24/2008","","HURRICANE DOLLY","DR","Hurricane","7/22/2008","8/1/2008",2008
1779,"NE","7/18/2008","8/26/2014","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","DR","Severe Storm(s)","6/27/2008","6/27/2008",2008
1778,"VT","7/15/2008","3/13/2013","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","6/14/2008","6/17/2008",2008
1777,"MI","7/14/2008","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","6/6/2008","7/13/2008",2008
2784,"WA","7/11/2008","1/10/2011","BADGER MOUNTAIN FIRE COMPLEX","FM","Fire","7/10/2008","7/18/2008",2008
2783,"WA","7/11/2008","1/10/2011","SPOKANE VALLEY FIRE","FM","Fire","7/10/2008","7/19/2008",2008
1776,"KS","7/9/2008","12/11/2014","SEVERE STORMS, FLOODING AND TORNADOES","DR","Severe Storm(s)","5/22/2008","6/16/2008",2008
1774,"SD","7/9/2008","2/20/2013","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","6/2/2008","6/12/2008",2008
1775,"OK","7/9/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","6/3/2008","6/20/2008",2008
2782,"CA","7/8/2008","3/16/2009","CAMP FIRE","FM","Fire","6/21/2008","",2008
2781,"CA","7/4/2008","3/16/2009","BASIN FIRE COMPLEX","FM","Fire","7/4/2008","",2008
2780,"CA","7/4/2008","3/16/2009","GAP FIRE","FM","Fire","7/3/2008","",2008
2779,"AZ","6/29/2008","10/28/2010","LANE 2 FIRE","FM","Fire","6/29/2008","7/5/2008",2008
3287,"CA","6/28/2008","5/11/2015","WILDFIRES","EM","Fire","6/20/2008","8/20/2008",2008
2778,"CO","6/27/2008","5/4/2011","NASH RANCH FIRE","FM","Fire","6/24/2008","",2008
2777,"NM","6/25/2008","6/2/2011","BIG SPRINGS FIRE","FM","Fire","6/25/2008","6/25/2008",2008
1773,"MO","6/25/2008","7/30/2014","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","6/1/2008","8/13/2008",2008
1772,"MN","6/25/2008","1/26/2015","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","6/6/2008","6/12/2008",2008
1771,"IL","6/24/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","6/1/2008","7/22/2008",2008
2776,"CA","6/22/2008","10/5/2011","WILD FIRE","FM","Fire","6/21/2008","",2008
2775,"CA","6/20/2008","3/16/2009","TRABING FIRE","FM","Fire","6/20/2008","",2008
1770,"NE","6/20/2008","7/9/2015","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","5/22/2008","6/24/2008",2008
1769,"WV","6/19/2008","8/7/2014","SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND","DR","Severe Storm(s)","6/3/2008","6/7/2008",2008
2774,"TX","6/16/2008","9/13/2012","CAMP BOWIE FIRE","FM","Fire","6/16/2008","6/19/2008",2008
1768,"WI","6/14/2008","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","6/5/2008","7/25/2008",2008
2773,"NC","6/13/2008","9/27/2013","EVANS ROAD FIRE","FM","Fire","6/13/2008","",2008
1767,"MT","6/13/2008","","SEVERE WINTER STORM","DR","Severe Storm(s)","5/1/2008","5/2/2008",2008
2772,"CA","6/11/2008","10/5/2010","MARTIN FIRE","FM","Fire","6/11/2008","6/17/2008",2008
2771,"CA","6/11/2008","10/5/2010","HUMBOLDT FIRE","FM","Fire","6/11/2008","6/18/2008",2008
2770,"CA","6/10/2008","9/29/2011","OPHIR FIRE","FM","Fire","6/10/2008","6/13/2008",2008
1766,"IN","6/8/2008","","SEVERE STORMS, FLOODING, AND TORNADOES","DR","Severe Storm(s)","5/30/2008","6/27/2008",2008
2769,"OK","6/5/2008","7/10/2012","GOTEBO FIRE","FM","Fire","6/5/2008","6/5/2008",2008
2768,"TX","6/4/2008","9/13/2012","HUGHES RANCH FIRE","FM","Fire","6/4/2008","6/4/2008",2008
2767,"TX","6/3/2008","9/13/2012","REIN STREET FIRE","FM","Fire","6/3/2008","6/3/2008",2008
1765,"NE","5/30/2008","11/6/2012","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","4/23/2008","4/26/2008",2008
1764,"MS","5/28/2008","","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","4/4/2008","4/4/2008",2008
1763,"IA","5/27/2008","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","5/25/2008","8/13/2008",2008
1762,"CO","5/26/2008","","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","5/22/2008","5/22/2008",2008
1760,"MO","5/23/2008","10/7/2014","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","5/10/2008","5/11/2008",2008
1761,"GA","5/23/2008","","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","5/11/2008","5/12/2008",2008
2766,"CA","5/22/2008","10/5/2010","SUMMIT FIRE","FM","Fire","5/22/2008","5/28/2008",2008
1759,"SD","5/22/2008","6/12/2014","SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW","DR","Snow","5/1/2008","5/2/2008",2008
1758,"AR","5/20/2008","","SEVERE STORMS, FLOODING, AND TORNADOES","DR","Severe Storm(s)","5/2/2008","5/12/2008",2008
1757,"KY","5/19/2008","","SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND LANDSLIDES","DR","Severe Storm(s)","4/3/2008","4/4/2008",2008
1756,"OK","5/14/2008",""," SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","5/10/2008","5/13/2008",2008
2765,"FL","5/12/2008","6/8/2011","BREVARD FIRE COMPLEX","FM","Fire","5/11/2008","",2008
1755,"ME","5/9/2008","","SEVERE STORMS AND FLOODING","DR","Flood","4/28/2008","5/14/2008",2008
1754,"OK","5/9/2008","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Flood","4/9/2008","4/28/2008",2008
1753,"MS","5/8/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","3/20/2008","5/19/2008",2008
1752,"OK","5/5/2008","9/11/2012","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","3/17/2008","3/23/2008",2008
2764,"TX","5/1/2008","9/13/2012","PRICE FIRE","FM","Fire","5/1/2008","5/4/2008",2008
2763,"CA","4/27/2008","9/29/2011","SANTA ANITA FIRE","FM","Fire","4/26/2008","5/2/2008",2008
3286,"OH","4/24/2008","11/9/2010","RECORD SNOW AND NEAR RECORD SNOW","EM","Snow","3/7/2008","3/9/2008",2008
2762,"NM","4/21/2008","6/23/2011","TRIGO FIRE","FM","Fire","4/21/2008","7/2/2008",2008
2761,"TX","4/16/2008","9/13/2012","HEBBRONVILLE FIRE","FM","Fire","4/16/2008","4/18/2008",2008
2760,"CO","4/15/2008","2/25/2010","ORDWAY FIRE","FM","Fire","4/15/2008","4/17/2008",2008
2759,"TX","4/10/2008","9/13/2012","PARKER FIRE","FM","Fire","4/10/2008","4/14/2008",2008
2758,"TX","3/31/2008","9/13/2012","KENTWOOD FIRE","FM","Fire","3/31/2008","4/4/2008",2008
2757,"TX","3/27/2008","9/13/2012","SILVER HEELS FIRE","FM","Fire","3/27/2008","3/31/2008",2008
1751,"AR","3/26/2008","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","3/18/2008","4/28/2008",2008
2756,"OK","3/21/2008","4/9/2010","QUINLAN FIRE","FM","Fire","3/21/2008","",2008
1750,"GA","3/20/2008","","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","3/14/2008","3/16/2008",2008
1749,"MO","3/19/2008","5/21/2015","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","3/17/2008","5/9/2008",2008
2755,"TX","3/19/2008","9/13/2012","ENCINO FIRE","FM","Fire","3/19/2008","3/23/2008",2008
3285,"WI","3/19/2008","5/19/2011","RECORD SNOW AND NEAR RECORD SNOW","EM","Snow","2/5/2008","2/6/2008",2008
2754,"TX","3/19/2008","9/13/2012","BURNS RANCH FIRE","FM","Fire","3/18/2008","3/23/2008",2008
2753,"TX","3/15/2008","9/13/2012","322 FIRE","FM","Fire","3/15/2008","3/18/2008",2008
2752,"TX","3/14/2008","9/13/2012","EIGHTY-TWO FIRE","FM","Fire","3/14/2008","3/21/2008",2008
2751,"TX","3/14/2008","9/13/2012","OLD BASTROP HIGHWAY FIRE COMPLEX","FM","Fire","3/14/2008","3/16/2008",2008
3284,"TX","3/14/2008","10/22/2012","WILDFIRES","EM","Fire","3/14/2008","9/1/2008",2008
3283,"IL","3/13/2008","4/28/2010","RECORD SNOW AND NEAR RECORD SNOW","EM","Snow","2/5/2008","2/6/2008",2008
2750,"TX","3/12/2008","9/13/2012","ARABELLA FIRE","FM","Fire","3/11/2008","3/15/2008",2008
1748,"MO","3/12/2008","10/30/2013","SEVERE WINTER STORMS AND FLOODING","DR","Severe Ice Storm","2/10/2008","2/14/2008",2008
1747,"IL","3/7/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","1/7/2008","3/14/2008",2008
2749,"TX","3/4/2008","9/13/2012","LA PERLA FIRE","FM","Fire","3/3/2008","3/5/2008",2008
2748,"TX","2/28/2008","9/13/2012","NEW ARCHER FIRE","FM","Fire","2/25/2008","3/2/2008",2008
2747,"TX","2/25/2008","9/13/2012","SILVER FIRE","FM","Fire","2/25/2008","3/2/2008",2008
2746,"OK","2/25/2008","4/9/2010","SOUTH WOODWARD FIRE","FM","Fire","2/25/2008","",2008
2745,"TX","2/25/2008","9/13/2012","SOUTH ODESSA FIRE","FM","Fire","2/25/2008","2/29/2008",2008
2744,"TX","2/23/2008","9/13/2012","SCURRY FIRE COMPLEX","FM","Fire","2/23/2008","2/29/2008",2008
1746,"KY","2/21/2008","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND","DR","Severe Storm(s)","2/5/2008","2/6/2008",2008
2743,"TX","2/13/2008","9/13/2012","BROADWAY FIRE","FM","Fire","2/13/2008","2/16/2008",2008
2742,"TX","2/8/2008","9/13/2012","CHEVRON FIRE","FM","Fire","2/8/2008","2/14/2008",2008
1745,"TN","2/7/2008","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING ","DR","Severe Storm(s)","2/5/2008","2/6/2008",2008
1744,"AR","2/7/2008","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","2/5/2008","2/12/2008",2008
1743,"HI","2/6/2008","","SEVERE STORMS, HIGH SURF, FLOODING, AND MUDSLIDES","DR","Severe Storm(s)","12/4/2007","12/7/2007",2008
1742,"MO","2/5/2008","7/30/2014","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","1/7/2008","1/10/2008",2008
1741,"KS","2/1/2008","","SEVERE WINTER STORMS","DR","Severe Storm(s)","12/6/2007","12/19/2007",2008
1740,"IN","1/30/2008","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","1/7/2008","3/14/2008",2008
1739,"NE","1/11/2008","10/11/2012","SEVERE WINTER STORM","DR","Severe Ice Storm","12/10/2007","12/12/2007",2008
1738,"NV","1/8/2008","","SEVERE WINTER STORMS AND FLOODING","DR","Severe Storm(s)","1/5/2008","1/10/2008",2008
1737,"IA","1/4/2008","5/1/2014","SEVERE WINTER STORM","DR","Severe Ice Storm","12/10/2007","12/11/2007",2008
1736,"MO","12/27/2007","8/27/2014","SEVERE WINTER STORMS","DR","Severe Ice Storm","12/6/2007","12/15/2007",2007
1735,"OK","12/18/2007","","SEVERE WINTER STORMS","DR","Severe Ice Storm","12/8/2007","1/3/2008",2007
3282,"KS","12/12/2007","3/15/2011","SEVERE WINTER STORMS","EM","Severe Storm(s)","12/6/2007","12/19/2007",2007
3281,"MO","12/12/2007","3/15/2011","SEVERE WINTER STORMS","EM","Severe Ice Storm","12/8/2007","12/15/2007",2007
3280,"OK","12/10/2007","2/28/2011","SEVERE WINTER STORMS","EM","Severe Ice Storm","12/8/2007","1/3/2008",2007
1733,"OR","12/8/2007","","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","DR","Severe Storm(s)","12/1/2007","12/17/2007",2007
1734,"WA","12/8/2007","","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","DR","Severe Storm(s)","12/1/2007","12/17/2007",2007
1732,"IN","11/30/2007","4/30/2015","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","8/15/2007","8/27/2007",2007
2741,"NM","11/21/2007","4/12/2011","OJO PEAK FIRE","FM","Fire","11/18/2007","1/16/2008",2007
2740,"HI","10/28/2007","10/28/2010","PUAKO FIRE","FM","Fire","10/28/2007","11/7/2007",2007
1731,"CA","10/24/2007","","WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS","DR","Fire","10/21/2007","3/31/2008",2007
3279,"CA","10/23/2007","4/19/2012","WILDFIRES","EM","Fire","10/21/2007","3/31/2008",2007
2739,"CA","10/22/2007","4/8/2008","RICE FIRE","FM","Fire","10/22/2007","",2007
2738,"CA","10/22/2007","4/8/2008","GRASS VALLEY FIRE","FM","Fire","10/22/2007","",2007
2737,"CA","10/22/2007","4/8/2008","SANTIAGO FIRE","FM","Fire","10/21/2007","",2007
2736,"CA","10/22/2007","4/8/2008","RANCH FIRE","FM","Fire","10/20/2007","",2007
2735,"CA","10/21/2007","4/8/2008","HARRIS FIRE","FM","Fire","10/21/2007","",2007
2734,"CA","10/21/2007","4/8/2008","WITCH FIRE","FM","Fire","10/22/2007","",2007
2733,"CA","10/21/2007","4/8/2008","BUCKWEED FIRE","FM","Fire","10/21/2007","",2007
2732,"CA","10/21/2007","4/8/2008","CANYON FIRE","FM","Fire","10/21/2007","",2007
1730,"TX","10/2/2007","","TROPICAL STORM ERIN","DR","Severe Storm(s)","8/14/2007","8/20/2007",2007
1729,"IL","9/25/2007","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","8/20/2007","8/31/2007",2007
2731,"WA","9/21/2007","12/31/2008","BROUGHTON FIRE","FM","Fire","9/20/2007","9/23/2007",2007
1728,"MO","9/21/2007","4/10/2014","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","8/19/2007","8/21/2007",2007
2730,"MT","9/16/2007","4/3/2008","COUNTRY CLUB FIRE","FM","Fire","9/16/2007","9/16/2007",2007
2729,"CA","9/15/2007","5/11/2010","ANGEL FIRE","FM","Fire","9/15/2007","9/20/2007",2007
2728,"CA","9/15/2007","5/11/2010","BUTLER 2 FIRE","FM","Fire","9/14/2007","9/20/2007",2007
1727,"IA","9/14/2007","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","8/17/2007","9/5/2007",2007
1725,"ND","9/7/2007","9/28/2012","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","7/15/2007","7/15/2007",2007
1726,"ND","9/7/2007","3/19/2013","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","8/26/2007","8/27/2007",2007
